Chain ID,Transaction Hash,User,Log Index,Effective PT Trade Volume,Swap Fee,Effective Implied Yield,Post Swap Implied Yield
1,0xa6bf7f4bde542383bd1b8b4077a809c24ae1da8f67dfbec2940d6b2c8f3247d0,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,272,424.76029,0.513249,0.035165,0.02957
42161,0xaf729bc7b51b99d22a27fbcbc420fe7717c6cd06e56a6270cbdf7fe0618e12bb,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,18,303.216202,0.29092,0.03389,0.035702
42161,0x2c3111b64772a67c497a8908d664be930cb7991fb7e03556df1dbe8b9ddc2650,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,15,7278.108989,6.983291,0.033893,0.035704
42161,0xd184566c08c5edac5ecdcc58017c3213bfea83b44a680466678e740ba7d5fe4b,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,19,15.021096,0.014412,0.033936,0.035747
42161,0xb2d3116d4e05f144a7387b702c3c726be0704d4d9b68bb4bbd31368d11e60b7a,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,8,14.452666,0.013866,0.031661,0.032454
42161,0x5bcc32341106f5a3f99a93974304033bfc1e6241b6ab14ed8d1511ef4389d5a8,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,19,568.973977,0.545937,0.030671,0.032453
42161,0x411f17dbbb45065ad1e846e1ea56a8e6e5da73e42b2b416b82e906bb1cdc3723,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,29,2591.388235,5.06571,0.065522,0.032417
42161,0xeb96d604aeee216fa895ebdac6795d7ee8ed0ef9bd47318c570526ae1faf6df7,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,24,164.439428,0.32145,0.0634,0.032399
42161,0x18e0ab18ea899937b7a63657360aeb890be5ba19d84fb40871f0a140c448b6e0,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,27,551.538508,0.529211,0.031671,0.032464
42161,0x829bf3c8f0f78b6ace5110089542c873e090a3d5f69089849aae208873e63bc9,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,5,5.369595,0.010496,0.065485,0.031123
42161,0xe9194b90fb5ac2a60a4110d9059f979f676777d14a93c01e0081c4f36177108d,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,11,5.996588,0.00426,0.060237,0.083249
42161,0x2acfff52f4fa8418fc2b3af9b3c5c23944665741df55683d08b431efecfd9be8,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,51,9900.068753,9.49952,0.037281,0.039136
56,0x17787a2ba1ac12a1dcccb92e94a40b7c04c0235d49c0a6da4c4094726a158d82,0x00000000025EFaDc0b8d17d3d87aB5056e3D2510,323,59294.670084,86.411213,0.046124,0.030894
42161,0x2b301d0aa65251646ace6de59c964d0da230cfb267d751e5f56026891d767c07,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,10,25.471344,0.024441,0.034931,0.035747
56,0x5ed0f1a7d8f02f0ff50b67937279c00d26bd0d5faf0ee2556be2de8c6d647ca4,0x00000000025EFaDc0b8d17d3d87aB5056e3D2510,251,1678.955137,2.44678,0.043225,0.030001
56,0x1f8a9b19a5152b78d7c820313bbbfee5d5b84176b88412ea0eafae89a65da3d4,0x00000000025EFaDc0b8d17d3d87aB5056e3D2510,319,1760.277842,2.565303,0.044788,0.030027
56,0xe03aed5fff988f2cded414cf3d127aa809557e7eafbadff52af0dcb1971d107b,0x00000000025EFaDc0b8d17d3d87aB5056e3D2510,136,61.736137,0.059238,0.026168,0.027894
42161,0x5ffaa6fd960852a7738da581b614ebe9136ad4330c0cfef6456bb1372f8d3a03,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,12,5.469045,0.005247,0.031663,0.032436
56,0xd41a31cab0e3767dfdf97273657318797af1d5c4ee4977fe8c1021c75694e0c6,0x00000000025EFaDc0b8d17d3d87aB5056e3D2510,364,19720.074889,18.922502,0.027179,0.027903
42161,0xbaa5acf03a607a0362cf8cd59f88aca9b88a858f1c99ecb20cc733a22a6b006c,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,23,41757.05734,81.629996,0.065493,0.0324
42161,0xf9d9ca787bcde8b06f4ea626e9b2fd1d83b9fc0736ceea25f025c4e203b8c9f3,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,19,42149.959927,82.398198,0.064862,0.032097
42161,0x639751bb085b231ed2e3ef3dc53ab1685001aed463fd93d832d6cdc3bccab340,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,13,76.625732,0.149794,0.064202,0.031783
42161,0x238c5f13921fe7f7e4d6b83e54fa057f2f58cdf6985162ff749da0342195b6a5,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,37,85129.898542,166.419462,0.064214,0.031783
42161,0xbf0206ffebd3326bedcf31470eb3d7da262e369d2c11a9bc1e66b6ec49014101,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,29,56.327284,0.054051,0.03394,0.035747
42161,0xae552a069472c5b643f473ae9552c95e8b7f7251c5a67561b0e56b0447922cec,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,64,18.750152,0.036654,0.062828,0.031123
1,0x6b48cecd9393e0a5feeb47adb73f1ffd4d48084819eeb0c71cf8c52604902610,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,212,1877.631542,2.736427,0.062567,0.04259
42161,0x1da69944f51758a33e9e04c988c26ae310468ad7166bc3be10ed717b04807d48,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,9,7.503457,0.0072,0.034934,0.035748
42161,0x87951c194db6a0901d86713f8d7c8116e44a584f8cacfd033e4c90b17ea606af,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,19,7.510665,0.007207,0.033941,0.035748
42161,0xb6374d38729d3a69dd25c5b9c9b0e18cc3ca4ca65ebcbab09f961d34d39ec7b6,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,26,992.662101,0.95259,0.031665,0.032454
42161,0x71561202b2a38f21eaa13394fb3fea631b3d76426c288197c9b561d2723874e7,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,41,439.694188,0.421946,0.15433,0.149404
42161,0xb82dd0f1856dad9c5ad15c9f5789dc8bb0ace767f7859df6390b08802ee43faf,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,37,993.63252,0.953526,0.030658,0.032436
42161,0x1a215ee4a7a6f58f07c9b15802c71c1b58477031b0bc9123f963db173a6d3e57,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,78,3141.504131,3.014706,0.154104,0.149161
42161,0x520ea94ea259be243f4a4367857ac577994797f261c54cbc80c6d77c0c2a6b33,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,28,99.373461,0.095362,0.033942,0.035748
1,0x9d21a207dab7723b7b02e03d68dcc39bcc4c937f57d6038f539f43e6dca348ec,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,493,1577.634844,1.906725,0.035178,0.029574
42161,0x2ae3d440e21f84fd629dc4209632199234ae3c4b0dc2849e67d9e17f620c86c7,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,40,16.345853,0.015686,0.030677,0.032454
1,0xb030c8546e427733f37f2f1159718e0954066055759fb8477dec33079f2f49a1,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,247,99862.300786,120.697581,0.036464,0.029591
42161,0x3c0712d44967aa17337ad0e59409a8287b97c1c1fa1de86fcd6f497dc70c5185,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,36,107.502826,0.076408,0.090078,0.122244
42161,0x2a2eda537bc5299fad248c70c02f860317eb4dda177d1282c22a5c2c765d7a5e,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,15,554.663234,1.0844,0.052672,0.026217
42161,0x9a98ccbd069a17004b12675682e1d1f30e90092fd1724a1f95393efaf05de3de,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,5,13.162999,0.025734,0.052659,0.02621
42161,0xf6f666da6ee5ce92e22891ce1844618af0ce1ab1d92b9b5b013992e1d550599d,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,17,13.188786,0.025785,0.0506,0.02621
1,0x4a59851d5eb7a3a5ac1a7a0011f22787a575971d6c61942ea77a95aa37234501,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,232,88224.728846,128.591958,0.064151,0.042599
42161,0x367f0ca51c0cbe6ce407a0a56d4dab85714690bfc455e808bf7ee844a49a1482,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,82,525.86609,0.504716,0.15215,0.147413
1,0x0d9020d65030d2140e001b52124a68b3d17781f004ac4e00a03d7560155438cd,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,320,77.562327,0.093749,0.033878,0.028533
42161,0xf86f4092fa11d5df88021a48d9821364a7b50c925f7a128c27026df51362a1b2,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,71,37.564286,0.036054,0.15071,0.147116
1,0x633e9f56563baf10c428b244d6c44f222e319bf150c190f1c8b817ee3d5ed4f2,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,154,88412.403481,128.869263,0.061892,0.042154
1,0x9947e7f64d9a3721922764119628522e623983299dce27ffaa53789c5054f3b2,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,714,21.068922,0.093928,0,0.035117
42161,0x5cf5e36cd358ae56e2f0088e46504aaa53e398cc3c57b6e68b26fd397f836ddd,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,74,21.999416,0.021115,0.15074,0.147137
1,0xcbbd5a003cc0bed54bf7cff89f809a3fea23ce31c4da92ed7378c4a93a88f900,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,234,10.211903,0.045526,0,0.035117
42161,0x99ae213211a933dbeb06b4b75cf9e0c0fc124af50880cebe7877f38106487858,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,16,27.081409,0.052948,0.050603,0.02621
42161,0xc127066e67ac6c9e135cb6956ec753c8011528293fcebae8ce05f23686be1a23,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,20,29770.823209,28.575307,0.033948,0.035748
42161,0x63505f1447ab6c54ec3ab5041ec95f6a3005d1a38e7d191b2d14db8c772630cf,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,29,61.759838,0.05928,0.035118,0.035924
42161,0xef2b938e187ddbc02e9460108a400c9cb564bd6ea529edaa78e4277b77cba242,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,18,61.82397,0.059342,0.034124,0.035923
42161,0x1507eb2feec8bcba6df049719f4e58e6371a6cc02f0b6cb1d5fb140c8fc4b4a3,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,28,43.162054,0.030682,0.090096,0.122247
42161,0xd2d216b0b11646ffb2d3ada0237612c508abd9eabc56a10684cca336c716c00d,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,13,85892.831589,61.059346,0.061056,0.083249
42161,0xb33d267f1a72f6ec69e3482046af488943ede8cb669c5131da5314ffe26bd51e,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,11,22.056733,0.043124,0.052662,0.02621
42161,0x5bd696a43943866d25b1999caf613fa053feff9cfce6b26a5510dc99710d8fdb,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,41,9.955514,0.007077,0.090099,0.122248
42161,0x0c831ef145fd4b66fa64e3ae55b174f8a6a7fdf256722d1d0f60bae11442046d,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,11,799.080606,0.767039,0.031675,0.032454
42161,0xd44aa5e486a4c7f90c2d45028dd227d990c62145cb6e0bb08f200a700c39bc4d,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,19,799.859302,0.76779,0.03067,0.03244
42161,0xc9512902cf4a2d4cef3a7e10fbbcd7708d9f02362b395faac3c7c27eaa8b30ee,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,18,494.585959,0.474759,0.034126,0.035924
42161,0x4329a6b70141cb8e73f997a45b5a93f55173e42092187b7021dd93b7e92f5d53,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,23,19.335116,0.01856,0.03413,0.035926
42161,0x424a5709afa987f7059115cd7da52cd049d01286654ce02347eecdd90f7b6b76,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,48,7.247359,0.006956,0.042657,0.044471
42161,0x1f8a174b97092eb05b256870fa2f4444c3b8d7fc322612b8996e410f2616eee1,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,12,312020.463338,299.518273,0.035145,0.035927
42161,0xae5ea6da91a829e3151a96931ada55b567dfefd12d3fad2c56d8388ccb9549d0,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,18,907.181694,0.644973,0.058429,0.079803
42161,0x025264e781c455726d3905d6f961aa378390ac0ab46078617b0d60f8e2dd9b87,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,53,22.789089,0.021876,0.150777,0.147149
42161,0xd2014689d5a3e0c5c556145929032bdc86ff4e62062a45aa68c522dc9cfd979f,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,18,504.815489,0.484608,0.032225,0.034006
42161,0x359c3236e4cd522b25929c07261fd5f10c61c775fe78958cd3cc6ef8a6c79274,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,18,1041.14524,0.999487,0.032228,0.034009
42161,0x1e0c264c3aa0f707d08da0f43fb668c94935a50b3a588bf9cfc5d4ffebc01f6d,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,25,5.028157,0.004826,0.032235,0.034016
42161,0x87d4bf5955ef4451e78bb091a4adce8566817fc555aacc76da902f95b9a32e73,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,31,12638.158297,8.986094,0.090112,0.122248
42161,0x8b099425e508a26ca0b3958307a1acbf0e5a738e0a62162268b3df684521c274,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,47,23.470376,0.022532,0.032237,0.034016
1,0x211f5155c315eb3788f10dad41a3421482ac6d8cd4ead212157d6467d3fb969d,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,980,10.7628,0.047984,0,0.035117
42161,0x1810a81c1c3d8ce13928b0df1212c0351228f01d29216342f75b2cbf0bc5b8ce,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,24,27458.856206,26.362517,0.033232,0.034016
42161,0x2511a84167a58c64d25fc871726a1f577f47cb8ab1e72c6ceec95ace023d19b1,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,8,5.311909,0.005099,0.032061,0.033837
1,0x1a06466613a3ee04be9f3ac269e4e2e6d3544f5265ebe15e6bacbd6ab800bf1c,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,275,177.351034,0.258554,0.074218,0.049047
56,0x5c4ca39d218e3c6f206a95af317a6a787f82d96f4a467a645b0bfaee11e697d4,0x00000000025EFaDc0b8d17d3d87aB5056e3D2510,133,3962.244218,3.804179,0.024228,0.024907
56,0xa6ddd6b0fc9c4262906ae4fc4fdf3efd6281ba30404b3a362ee2bfd5b91bdedc,0x00000000025EFaDc0b8d17d3d87aB5056e3D2510,254,4061.028926,3.899035,0.023616,0.024285
56,0x5469025c74440ba998b02336b2afdccc2d5212cbf3cdf54d0ba25bdea453ec24,0x00000000025EFaDc0b8d17d3d87aB5056e3D2510,121,4323.054148,6.302538,0.044765,0.03
42161,0x09c383c3bb546700035e4b12a9e8735b4e2cf3022ed25c109705c4b06bf6ab99,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,17,2436.96748,4.765301,0.050609,0.02621
56,0x277e44ccd13bf44f0781a39fd9b5c6b99671aae03123010454ad222ba6278b84,0x00000000025EFaDc0b8d17d3d87aB5056e3D2510,357,4333.374297,6.317705,0.044663,0.029933
56,0x8fd4bb5d4175b04e4d0632c94667f8840605f5b4a3ab36d40f06cb93cf707d99,0x00000000025EFaDc0b8d17d3d87aB5056e3D2510,28,2988.072611,2.868971,0.022981,0.023639
56,0x5700a4ad3d73af460e0f0f377a1ff9a473fd7f248887a947d2c44399851d7bde,0x00000000025EFaDc0b8d17d3d87aB5056e3D2510,329,4258.461235,4.088728,0.022509,0.023158
56,0xc06daef77bd865457b538bde6efce9e4c0c31dc3a9a9d0100d52312c84087d15,0x00000000025EFaDc0b8d17d3d87aB5056e3D2510,88,60535.631662,88.258919,0.044574,0.029865
42161,0x592cdb482f5428d52488871379ce2a86811421e41b52397246e3f486097baeaf,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,18,195.811993,0.139262,0.091196,0.122608
42161,0xa2b48b31e0b87d5e1baa74aa3377d049def6d198bd1b345e77a928fd6adb4c48,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,5,6.030187,0.005789,0.031685,0.032454
42161,0xa195727488a55f986de6c7f694e21ca6bc83da18437bf59df6595f978c44c252,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,16,17.289381,0.0166,0.031684,0.032454
1,0xecac2df5f9680b0b14f8e229a8f1bb49b4f3fad13bb39f0706679b950feeffbf,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,254,37054.977634,44.804008,0.033887,0.028534
1,0x721fd3350dc19bc8c66b1b6f55d12e0eb25f609cbba609cd509d3fb3501ad01d,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,50,82943.004571,100.288728,0.034385,0.028935
1,0x50158f2cfae1fa2459a11a2f99cb330eba93546689b655ea3e1e126540dfdd9a,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,431,51903.480918,231.413764,0,0.035117
1,0x8f121b55d00783e4b5232e886b60844dd4a1d3c9da9e39a7dfcda0fb3c120767,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,175,25284.594462,24.278681,0.048132,0.048894
42161,0xbb77f42164f7c33f54cbcb11e300398557490c92b842f83617c0f25c9bc161dc,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,28,9.299937,0.006614,0.09042,0.122606
1,0x5295a63e1cc3d423810728b829c002c7ce754a1e1fa2d6313b3f3f4c7a1c16dc,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,239,2093.908249,2.531865,0.03554,0.02985
42161,0x1c740dccd99e2c315a951f95d5c519fd7fec3d4e2c66587ce7c61b608a383cc0,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,16,15.711368,0.015085,0.031686,0.032454
42161,0x9523fd47a1452dd4f781073d0764de3c6f2845e155bc9822934290546508093c,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,7,801.773205,0.570295,0.057677,0.079768
42161,0x6f7b95afa5686814734e36479231ae11a145e7677572ae1cc9dd49c8d39c2b13,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,28,1103.968017,1.060122,0.03306,0.033837
42161,0x7e671f300251a42889f659e085e2fd61f875b46a7a8e1d28694bc9d60d1c04a2,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,22,1104.248563,1.060392,0.033053,0.03383
42161,0x7dd25eeeb36f79dab45c31a796f34981f7be8d864ce9f34631504b1b4fe1bd8d,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,36,2839.298397,2.726536,0.152004,0.147162
42161,0x3de76a4a071ffde470d71b218c7ca3ee45595fa887d03b0225ba2777003eadc6,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,43,97.987465,0.069699,0.090429,0.122603
42161,0x2a5073934c002d4f2071f914d213779f9e0ef926bd46378354fd47b674532562,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,11,13298.984079,26.007533,0.062852,0.031123
42161,0xc67355d053a6438da3fecf9eb73fbabd26456da4df864d8894ff7fd60af01122,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,10,1001.152806,1.957893,0.06263,0.031016
42161,0xc34259e13e504086455af119e81cd2198f315d3c571e30faf685d2a880ba8f4e,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,17,2251.786848,2.162466,0.031689,0.032454
42161,0xd7dd15a6c13c8d8133d6270cff9a4f826a193761cd299d09c9cbc4d140b5b201,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,5,18.805228,0.036776,0.052735,0.026239
42161,0xf7d20eb639290afea808fdba11543b9589b73a062b8a0e95b7263eacda044b05,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,28,18.842083,0.036849,0.050676,0.026239
42161,0x33378ca7489795c407428d3328270b98bd08ea80753303e891a24d36c531e15c,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,39,78.805092,0.056063,0.058465,0.079799
42161,0x2336440986943eabcade702750860b89fa1c7a45c08658526fe15401541c4b7e,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,28,19.954193,0.014195,0.090447,0.122606
42161,0x735574820099d288f97033335c819bcf3a30e64667d2cdfb3869c6db254d7f95,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,29,29.937197,0.058548,0.060538,0.031008
1,0xb1d2a5ea4534df9eae8235678038c111a4175c554706301c109088ebd5092f04,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,468,383.724486,0.559544,0.06417,0.0426
42161,0x102f18738a210659c0b8551cf7a4b593c88f192e16ea1fbc96852d0b7446ec30,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,38,49.960221,0.035543,0.090449,0.122606
1,0xabd269b9cfc54bef96c8a4bfdf926f641e974bc1ee3170d3fb625a26b66a53b6,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,445,498.427729,0.726808,0.062616,0.042598
1,0xdf76a833b4d88cb1a88ba7e2e2c79be7a0cf3d02fec80a7b487b23bcbfa01bd5,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,220,3037.70095,4.429675,0.064173,0.0426
42161,0xdd5034dd39f2171b6fed3e7ea89eb404782cb0c72e13b87bda5880458cbb4bb0,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,19,15.021294,0.014427,0.03206,0.033823
42161,0x3620e294b600fe60cec2903a495dad8ee12279aa524463558dbcc5989814438a,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,14,2629.212612,2.525284,0.033052,0.033823
42161,0x40efeb9df20e37cd8ed721cd40205ce25afb900b2392dd65833122b271155538,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,20,18.749427,0.018008,0.033036,0.033806
42161,0x141c4b85af39f2c3c26880b98e76c440dbeb099d0eb42dd2f7d883843b634257,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,8,21.582112,0.04221,0.06262,0.031009
42161,0x2424eb7ee9d4ab4ca245e55cf030d9de060b6e8ced4fbaf45b56840784c3f4a7,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,41,362.769182,0.348453,0.150222,0.145541
42161,0x070dba94cce90d6b8c24ed6fd8798964bb925119301a41d6178ea71ca772cc8a,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,18,11.255169,0.010809,0.031658,0.032413
42161,0xc8bf5c9a360b43e682e6729369c7df2abb9a80036f2e74deeaaf63f69cbf5479,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,19,11.265994,0.01082,0.030666,0.032413
42161,0xf0fdedd56a3b92ef09dcb87d9705b48e07f15b5b287c2460263ebfdabd5daef1,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,16,23.725039,0.022789,0.031658,0.032413
1,0x98ffe40b5fbc17c11d9cc6d82f6ff085c283fea3b09a4478892cccea54e2f03e,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,210,272.088101,0.261373,0.046021,0.047772
42161,0x3aa8e2eb88cc7af9a40d24c8f0e78cdbede9310cc8264966d8116773be37cab1,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,22,21.589651,0.020739,0.030669,0.032413
1,0xffb0d5dc1251de5e9fcd01e16bb7592f90fcab68d88fb07665e70b74f500eaa3,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,232,25370.676272,24.373379,0.046034,0.047784
1,0x556a3ce1f4c9b2da9882b69c5c2c65787e71f9a5976aaef18c1912f4b1552a9c,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,229,22571.741261,100.647924,0,0.034511
1,0x812d90ae83f06f127ef11906ed5606959cceb742bde07720aad675865b67553a,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,227,8766.194274,21.506227,0,0.034134
42161,0x5cedad41d36d6b497de915e75dbd102b489ece65874e20716f4e967d306b8e32,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,5,18.740343,0.036657,0.062628,0.031008
42161,0xa7c75940e012f238cb193dc750c529de79882cfdaf5a5774cff35fa6d20bf443,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,19,18.777076,0.036729,0.060549,0.031008
42161,0x47bcc32198966aa99cd9a3e309350db384874c15fa0c8f0bf5e5e9f40ad03927,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,29,36.430173,0.035002,0.150015,0.145335
42161,0xf34b9d7a82f9dd6260dfae57eb55831f5d13fe6c8b8b8f461e1820f7250806f6,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,16,443.398917,0.315623,0.057743,0.079796
42161,0x1abed851bb141eac40140eedf92c4eab4667b88d4d8d6fa4026b5c0c26a3a7c1,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,7,45.517863,0.043732,0.031665,0.032413
1,0x488a4dd2d62ab8cbcffa354002ee43460d58e12042d2b5f0cdac1ddf0e64cdf8,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,336,172.123912,0.165376,0.04816,0.048907
42161,0xdf57a766b8a8a660d7a5199f98adacc5e5d06e4b3e72a707f9092ba0f166b463,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,30,11.404192,0.022308,0.060552,0.031008
42161,0xbbad85c34008de6c6666af95b1e3307da7811be97e20273d872930ed6eaf7bd3,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,9,9.059645,0.008704,0.031665,0.032413
42161,0x0233eb5f5a86424f2cd0747f109a63861c7154d41aa8bb84b38d335dbf243764,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,51,6.60456,0.006346,0.042695,0.044471
42161,0xf0de67de2ea8bac780734aae95a66e94846353a304fe1b4418be8a1144f62ba4,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,19,13.144273,0.01263,0.032057,0.033806
42161,0x6a3cf365afbbfe8d397ff6ef4bbcd27fb2a241788275b27ce7cc300e1aa56b40,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,22,494.391732,0.351971,0.057764,0.079813
42161,0x01b8398a6ed9cc30edcc8e6a6cbbb1db556fb4c8788ed9fd6d312e8f60928a3b,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,40,495.318726,0.475977,0.150036,0.145314
42161,0x213c577353ae6e6493bf9c2a381914845fd1e42f810445d553fcb01c426f4fec,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,16,479.524712,0.460813,0.033053,0.033806
1,0x67ced78d5f7953084569984aa38fe427bbf545fe9c3ce764e3fce0e56484b450,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,185,1758.409856,2.565089,0.072693,0.049045
42161,0x8c206d568173164f43bd81f6df69776a621b715f1957084a8ab9232044c22214,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,42,2364.546507,2.272348,0.043715,0.044471
42161,0x0dcb00f6e80c3f6379c8f23fd08595b4010ac745982440f4e3af37af063e88f2,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,40,8016.934022,7.704347,0.149851,0.145031
42161,0xc38a3f4484346c20ef67d7a4a770303bd7c06a614151ad871b56fcd672ca564d,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,52,3438.763381,3.304711,0.144666,0.14041
42161,0x1a37baf6a876885b9386d06d2057c3b6a1d46cc640eb78afcf71444d072b8c79,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,16,2820.467453,5.517781,0.052754,0.026239
